trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
367,False,"{'a': 0.4, 'e': 0.08250000000001029}",30,19,20.888763585054676,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.4, 'e': 0.08000000000001029}",20,8,13.915948700882968,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.4, 'e': 0.07750000000001028}",25,0,25.314254605526482,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
370,False,"{'a': 0.4, 'e': 0.07500000000001028}",30,24,10.825431402452459,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.4, 'e': 0.07250000000001028}",20,0,21.474063663305312,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
372,False,"{'a': 0.4, 'e': 0.07000000000001028}",20,6,26.1666548701588,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.4, 'e': 0.06750000000001027}",20,12,1.6608045897210633,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
374,False,"{'a': 0.4, 'e': 0.06500000000001027}",30,18,-20.586589291432936,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
375,False,"{'a': 0.4, 'e': 0.06250000000001027}",20,8,22.99292592716423,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.4, 'e': 0.06000000000001027}",20,7,-16.120911154336767,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
377,False,"{'a': 0.4, 'e': 0.057500000000010265}",20,10,-4.226819167121012,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
378,False,"{'a': 0.4, 'e': 0.05500000000001026}",25,18,14.922886755729477,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.4, 'e': 0.05250000000001026}",25,20,10.404943425338228,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.4, 'e': 0.05000000000001026}",25,10,23.665390623643766,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.4, 'e': 0.047500000000010256}",20,14,12.032557439084446,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.4, 'e': 0.045000000000010254}",25,13,19.48345829801093,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.4, 'e': 0.04250000000001025}",25,14,20.33933407537059,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.4, 'e': 0.04000000000001025}",25,15,17.863279691384342,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.4, 'e': 0.03750000000001025}",20,12,15.539138386461234,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.4, 'e': 0.035000000000010245}",20,5,24.26504128879608,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.4, 'e': 0.03250000000001024}",30,13,19.805583227802767,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
388,False,"{'a': 0.4, 'e': 0.030000000000010244}",25,7,30.402039880169532,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.4, 'e': 0.027500000000010245}",20,8,16.924414897447402,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.4, 'e': 0.025000000000010247}",20,11,16.775168450763044,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.4, 'e': 0.022500000000010248}",20,0,29.16753527864753,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
392,False,"{'a': 0.4, 'e': 0.02000000000001025}",20,10,-4.833252282636199,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
393,False,"{'a': 0.4, 'e': 0.01750000000001025}",25,15,19.004131024137713,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.4, 'e': 0.01500000000001025}",20,12,17.939332252824265,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.4, 'e': 0.01250000000001025}",20,0,37.722005719372696,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
396,False,"{'a': 0.4, 'e': 0.010000000000010249}",25,7,31.09276398914667,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.4, 'e': 0.0075000000000102485}",20,6,25.385090004128763,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,11,19.7976023808462,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,0,35.4627586676211,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3,True,"{'a': 0, 'e': 0}",25,3,33.34354482876422,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,13,25.198992182612326,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,6,26.105369333291243,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",30,17,27.598782534325725,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,20,18.87875683991752,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,12,17.51602734635448,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,16,7.139486642323904,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",35,19,28.829379080066147,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,13,21.39983681677257,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,10,16.593293617818237,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,10,19.33783020239778,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,12,13.276073533055916,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,10,18.73486735306523,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,0,29.73086058406523,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
17,True,"{'a': 0, 'e': 0}",20,0,33.497358355260026,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
18,True,"{'a': 0, 'e': 0}",25,19,9.090922940631474,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,10,18.42389621384783,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",25,10,31.371593944304053,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",20,2,29.450485079361744,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",25,3,42.480263708686046,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",20,9,22.565689520829068,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",20,16,7.961603722320051,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",20,10,20.495050936889697,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",30,16,26.60375123092256,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",20,13,11.12879515425534,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",20,9,21.769211281094968,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",20,3,31.19263816974224,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",20,12,14.079593296894469,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
