trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.4, 'e': 0.5425000000000098}",35,0,-20.471391073528366,"{0: 28, 1: 3, 2: 4, 3: 0, 4: 0}",0
184,False,"{'a': 0.4, 'e': 0.5400000000000098}",30,10,-85.68938510939746,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",1
185,False,"{'a': 0.4, 'e': 0.5375000000000099}",20,14,12.113257047249963,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.4, 'e': 0.5350000000000099}",35,14,-43.16684989079927,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 1}",1
187,False,"{'a': 0.4, 'e': 0.53250000000001}",20,0,-7.219887657669217,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
188,False,"{'a': 0.4, 'e': 0.53000000000001}",20,0,-34.1004018158891,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
189,False,"{'a': 0.4, 'e': 0.5275000000000101}",20,8,-106.57610099125857,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 2}",1
190,False,"{'a': 0.4, 'e': 0.5250000000000101}",20,2,-5.9693190888043315,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
191,False,"{'a': 0.4, 'e': 0.5225000000000102}",20,4,-14.512914638619781,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
192,False,"{'a': 0.4, 'e': 0.5200000000000102}",30,11,-3.26449171915389,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
193,False,"{'a': 0.4, 'e': 0.5175000000000103}",20,0,-46.93291254657503,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
194,False,"{'a': 0.4, 'e': 0.5150000000000103}",25,0,-35.36403255274338,"{0: 19, 1: 3, 2: 1, 3: 2, 4: 0}",0
195,False,"{'a': 0.4, 'e': 0.5125000000000104}",25,0,-83.50601471395682,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
196,False,"{'a': 0.4, 'e': 0.5100000000000104}",20,1,-40.68601791202821,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 0}",1
197,False,"{'a': 0.4, 'e': 0.5075000000000105}",35,18,-43.39669167053016,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
198,False,"{'a': 0.4, 'e': 0.5050000000000106}",25,0,-16.28622073998836,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
199,False,"{'a': 0.4, 'e': 0.5025000000000106}",30,16,-40.25714969039861,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 0}",1
200,False,"{'a': 0.4, 'e': 0.5000000000000107}",20,12,-19.917187081453193,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
201,False,"{'a': 0.4, 'e': 0.49750000000001066}",20,0,-58.754573893391516,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
202,False,"{'a': 0.4, 'e': 0.49500000000001065}",25,7,-60.207802937340816,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 1}",1
203,False,"{'a': 0.4, 'e': 0.49250000000001065}",30,8,-30.188850205046265,"{0: 15, 1: 5, 2: 1, 3: 1, 4: 0}",1
204,False,"{'a': 0.4, 'e': 0.49000000000001065}",25,0,-45.43431908370401,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
205,False,"{'a': 0.4, 'e': 0.48750000000001065}",20,8,8.727680248787756,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.4, 'e': 0.48500000000001064}",20,0,22.80185640890802,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.4, 'e': 0.48250000000001064}",20,12,13.0717325432007,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.4, 'e': 0.48000000000001064}",30,8,-31.351700173063648,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 0}",1
209,False,"{'a': 0.4, 'e': 0.47750000000001064}",20,12,-50.0479374820747,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
210,False,"{'a': 0.4, 'e': 0.47500000000001064}",35,9,12.313850298151618,"{0: 22, 1: 3, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.4, 'e': 0.47250000000001063}",20,4,-0.21742477250245695,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
212,False,"{'a': 0.4, 'e': 0.47000000000001063}",25,2,-67.28407890953314,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 1}",1
213,False,"{'a': 0.4, 'e': 0.46750000000001063}",20,3,18.069502696479276,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.4, 'e': 0.4650000000000106}",20,0,-48.61950005612716,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
215,False,"{'a': 0.4, 'e': 0.4625000000000106}",35,21,23.81906100238146,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.4, 'e': 0.4600000000000106}",25,14,-12.844516824023506,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
217,False,"{'a': 0.4, 'e': 0.4575000000000106}",25,0,-54.113537048769274,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
218,False,"{'a': 0.4, 'e': 0.4550000000000106}",30,21,-3.554522578377775,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
219,False,"{'a': 0.4, 'e': 0.4525000000000106}",25,8,30.95816871582663,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.4, 'e': 0.4500000000000106}",20,10,14.80890458351898,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.4, 'e': 0.4475000000000106}",20,0,-136.40374435507857,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 4}",0
222,False,"{'a': 0.4, 'e': 0.4450000000000106}",20,3,14.417352666022143,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.4, 'e': 0.4425000000000106}",25,0,-62.618377097080355,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
224,False,"{'a': 0.4, 'e': 0.4400000000000106}",25,17,-9.335566584761926,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
225,False,"{'a': 0.4, 'e': 0.4375000000000106}",25,14,-22.899255543047538,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
226,False,"{'a': 0.4, 'e': 0.4350000000000106}",30,0,-52.32025787636696,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
227,False,"{'a': 0.4, 'e': 0.4325000000000106}",25,12,-53.10361711790883,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
228,False,"{'a': 0.4, 'e': 0.4300000000000106}",20,4,-77.48922915835327,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 2}",1
229,False,"{'a': 0.4, 'e': 0.4275000000000106}",25,5,-12.48467697097379,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
230,False,"{'a': 0.4, 'e': 0.4250000000000106}",20,0,-25.09660358605393,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
231,False,"{'a': 0.4, 'e': 0.4225000000000106}",20,0,-5.902529096468449,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
232,False,"{'a': 0.4, 'e': 0.4200000000000106}",25,5,-49.458909606745806,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",1
233,False,"{'a': 0.4, 'e': 0.4175000000000106}",30,7,-95.28052806534669,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 2}",1
234,False,"{'a': 0.4, 'e': 0.4150000000000106}",30,11,7.7301370528624105,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
235,False,"{'a': 0.4, 'e': 0.4125000000000106}",30,11,-134.86864364884113,"{0: 12, 1: 3, 2: 0, 3: 1, 4: 3}",1
236,False,"{'a': 0.4, 'e': 0.4100000000000106}",25,0,-67.97886651808956,"{0: 20, 1: 0, 2: 2, 3: 2, 4: 1}",0
237,False,"{'a': 0.4, 'e': 0.4075000000000106}",25,0,-97.43388486224254,"{0: 18, 1: 4, 2: 0, 3: 1, 4: 2}",0
238,False,"{'a': 0.4, 'e': 0.4050000000000106}",20,12,9.273931050769104,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.4, 'e': 0.40250000000001057}",20,6,-62.39952200960273,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
240,False,"{'a': 0.4, 'e': 0.40000000000001057}",25,0,-123.80536007542855,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
241,False,"{'a': 0.4, 'e': 0.39750000000001057}",20,9,9.54123158293839,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.4, 'e': 0.39500000000001056}",20,4,17.509471168919532,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.4, 'e': 0.39250000000001056}",25,6,-12.332957772001285,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
244,False,"{'a': 0.4, 'e': 0.39000000000001056}",30,17,-8.968097124047858,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
245,False,"{'a': 0.4, 'e': 0.38750000000001056}",25,15,16.715413448663163,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.4, 'e': 0.38500000000001056}",25,8,8.034559941322309,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
247,False,"{'a': 0.4, 'e': 0.38250000000001055}",20,0,-14.026613752153445,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
248,False,"{'a': 0.4, 'e': 0.38000000000001055}",30,14,4.287898649219948,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
249,False,"{'a': 0.4, 'e': 0.37750000000001055}",20,9,13.024246516606288,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.4, 'e': 0.37500000000001055}",25,9,-57.583364841863144,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 1}",1
251,False,"{'a': 0.4, 'e': 0.37250000000001054}",20,14,4.826418485694729,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.4, 'e': 0.37000000000001054}",35,12,8.621466306200006,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
253,False,"{'a': 0.4, 'e': 0.36750000000001054}",30,14,-25.628718204008102,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
254,False,"{'a': 0.4, 'e': 0.36500000000001054}",20,4,-48.23457927171436,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 1}",1
255,False,"{'a': 0.4, 'e': 0.36250000000001054}",25,8,-76.87306555477011,"{0: 12, 1: 1, 2: 1, 3: 2, 4: 1}",1
256,False,"{'a': 0.4, 'e': 0.36000000000001053}",25,11,11.974797830134902,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.4, 'e': 0.35750000000001053}",20,0,22.892649162677685,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.4, 'e': 0.35500000000001053}",25,8,-38.76825900838795,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
259,False,"{'a': 0.4, 'e': 0.3525000000000105}",20,3,6.743891326046356,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.4, 'e': 0.3500000000000105}",30,7,-49.245116711242986,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 2}",1
261,False,"{'a': 0.4, 'e': 0.3475000000000105}",30,17,-24.059606425778547,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
262,False,"{'a': 0.4, 'e': 0.3450000000000105}",20,4,-41.3601981531821,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 0}",1
263,False,"{'a': 0.4, 'e': 0.3425000000000105}",25,4,-25.551186119182105,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
264,False,"{'a': 0.4, 'e': 0.3400000000000105}",25,0,17.816610002914793,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
265,False,"{'a': 0.4, 'e': 0.3375000000000105}",25,8,-44.85910999056951,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
266,False,"{'a': 0.4, 'e': 0.3350000000000105}",25,0,-68.7596436488141,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
267,False,"{'a': 0.4, 'e': 0.3325000000000105}",25,16,8.975202866567512,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.4, 'e': 0.3300000000000105}",25,20,10.518775209069062,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.4, 'e': 0.3275000000000105}",20,5,0.10915817755806856,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
270,False,"{'a': 0.4, 'e': 0.3250000000000105}",20,4,-25.405935015287167,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 0}",1
271,False,"{'a': 0.4, 'e': 0.3225000000000105}",25,16,17.708456763391226,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.4, 'e': 0.3200000000000105}",20,9,6.356258738285385,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 0.4, 'e': 0.3175000000000105}",25,12,7.352156210854117,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.4, 'e': 0.3150000000000105}",20,10,20.558080266165767,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.4, 'e': 0.3125000000000105}",20,6,1.3667450809463308,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
276,False,"{'a': 0.4, 'e': 0.3100000000000105}",25,8,-48.10835006619384,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
277,False,"{'a': 0.4, 'e': 0.3075000000000105}",20,12,2.419633236261889,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.4, 'e': 0.3050000000000105}",25,18,13.604117851737055,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.4, 'e': 0.3025000000000105}",35,21,-9.314926648858513,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
280,False,"{'a': 0.4, 'e': 0.3000000000000105}",20,12,17.924633749919835,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.4, 'e': 0.2975000000000105}",30,16,16.503626847013393,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.4, 'e': 0.2950000000000105}",20,13,-7.569859027849,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.4, 'e': 0.2925000000000105}",20,6,19.642682323976885,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.4, 'e': 0.29000000000001047}",20,0,-81.70028618685502,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
285,False,"{'a': 0.4, 'e': 0.28750000000001047}",20,9,12.941179576485606,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.4, 'e': 0.28500000000001047}",25,13,8.02791171194412,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.4, 'e': 0.28250000000001046}",30,0,-6.9077093612503155,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
288,False,"{'a': 0.4, 'e': 0.28000000000001046}",30,10,-0.7600583937632053,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
289,False,"{'a': 0.4, 'e': 0.27750000000001046}",25,0,-38.88491199783055,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
290,False,"{'a': 0.4, 'e': 0.27500000000001046}",20,14,-1.1921828116268816,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.4, 'e': 0.27250000000001046}",20,4,19.27281943577268,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.4, 'e': 0.27000000000001045}",20,0,20.09125066037732,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
293,False,"{'a': 0.4, 'e': 0.26750000000001045}",25,15,-33.884046468172215,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
294,False,"{'a': 0.4, 'e': 0.26500000000001045}",20,8,-24.186808363789808,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
295,False,"{'a': 0.4, 'e': 0.26250000000001045}",35,25,16.95361166790234,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.4, 'e': 0.26000000000001044}",25,11,27.06538566062664,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.4, 'e': 0.25750000000001044}",20,14,9.764038531184042,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.4, 'e': 0.25500000000001044}",25,7,11.546482686553047,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.4, 'e': 0.25250000000001044}",25,3,-0.2233333153253474,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
300,False,"{'a': 0.4, 'e': 0.25000000000001044}",25,12,-7.1935762010260955,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
301,False,"{'a': 0.4, 'e': 0.24750000000001043}",20,13,7.744954417355481,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.4, 'e': 0.24500000000001043}",35,13,20.559385508779634,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
303,False,"{'a': 0.4, 'e': 0.24250000000001043}",20,0,-12.224530363668608,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
304,False,"{'a': 0.4, 'e': 0.24000000000001043}",20,14,0.690860627622865,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.4, 'e': 0.23750000000001042}",20,1,17.16798576370363,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
306,False,"{'a': 0.4, 'e': 0.23500000000001042}",30,21,-2.877016808540241,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
307,False,"{'a': 0.4, 'e': 0.23250000000001042}",25,5,-6.1797631598328415,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
308,False,"{'a': 0.4, 'e': 0.23000000000001042}",30,8,23.983269052305815,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.4, 'e': 0.22750000000001042}",25,14,15.481777681240061,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.4, 'e': 0.22500000000001041}",25,0,0.29683388486007645,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
311,False,"{'a': 0.4, 'e': 0.2225000000000104}",20,14,-2.4967195184031743,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.4, 'e': 0.2200000000000104}",20,2,-43.21555589121243,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
313,False,"{'a': 0.4, 'e': 0.2175000000000104}",25,3,10.568622789456239,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
314,False,"{'a': 0.4, 'e': 0.2150000000000104}",20,10,10.657557774423115,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.4, 'e': 0.2125000000000104}",35,18,-19.46631299966772,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
316,False,"{'a': 0.4, 'e': 0.2100000000000104}",25,8,-37.478363515148516,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
317,False,"{'a': 0.4, 'e': 0.2075000000000104}",30,23,14.61684496612379,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.4, 'e': 0.2050000000000104}",20,0,-9.793183470986426,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
319,False,"{'a': 0.4, 'e': 0.2025000000000104}",30,17,-18.09569696315787,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
320,False,"{'a': 0.4, 'e': 0.2000000000000104}",25,11,7.9684526501389845,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
321,False,"{'a': 0.4, 'e': 0.1975000000000104}",25,11,27.000063977033594,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.4, 'e': 0.1950000000000104}",25,16,-10.909234388866459,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
323,False,"{'a': 0.4, 'e': 0.19250000000001039}",25,14,8.074821496144608,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.4, 'e': 0.19000000000001038}",20,0,-21.79945033090262,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
325,False,"{'a': 0.4, 'e': 0.18750000000001038}",20,3,25.727555262922447,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.4, 'e': 0.18500000000001038}",25,17,4.102098296177347,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
327,False,"{'a': 0.4, 'e': 0.18250000000001038}",35,12,11.914708150830524,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
328,False,"{'a': 0.4, 'e': 0.18000000000001037}",20,12,-5.182691276881351,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
329,False,"{'a': 0.4, 'e': 0.17750000000001037}",20,7,18.653124393600148,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.4, 'e': 0.17500000000001037}",20,5,-11.016675276491718,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
331,False,"{'a': 0.4, 'e': 0.17250000000001037}",35,13,39.4895361053878,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.4, 'e': 0.17000000000001037}",25,15,8.152595175899798,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
333,False,"{'a': 0.4, 'e': 0.16750000000001036}",25,11,28.411517245911647,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.4, 'e': 0.16500000000001036}",20,8,12.400247216884685,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.4, 'e': 0.16250000000001036}",20,16,6.539200434943439,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.4, 'e': 0.16000000000001036}",25,8,19.70896899809559,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.4, 'e': 0.15750000000001035}",20,11,16.62747599444841,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.4, 'e': 0.15500000000001035}",25,2,33.84032540303661,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.4, 'e': 0.15250000000001035}",30,15,14.567792193594483,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
340,False,"{'a': 0.4, 'e': 0.15000000000001035}",20,3,0.8971632607604361,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
341,False,"{'a': 0.4, 'e': 0.14750000000001035}",20,14,12.081496766160631,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.4, 'e': 0.14500000000001034}",20,7,3.090327206745107,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
343,False,"{'a': 0.4, 'e': 0.14250000000001034}",25,12,10.79624906732723,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.4, 'e': 0.14000000000001034}",20,6,29.740665975855578,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.4, 'e': 0.13750000000001034}",25,14,8.775662915145293,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
346,False,"{'a': 0.4, 'e': 0.13500000000001033}",25,16,-38.87483367907923,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
347,False,"{'a': 0.4, 'e': 0.13250000000001033}",30,12,29.106079299576905,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.4, 'e': 0.13000000000001033}",30,19,19.321340682840553,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.4, 'e': 0.12750000000001033}",20,13,11.795010239785084,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.4, 'e': 0.12500000000001033}",25,17,2.6743537583260184,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
351,False,"{'a': 0.4, 'e': 0.12250000000001032}",35,23,-22.902017000453483,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
352,False,"{'a': 0.4, 'e': 0.12000000000001032}",25,11,15.293861373247337,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
353,False,"{'a': 0.4, 'e': 0.11750000000001032}",20,7,7.748563703473229,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
354,False,"{'a': 0.4, 'e': 0.11500000000001032}",25,19,11.760987174904223,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.4, 'e': 0.11250000000001031}",20,13,14.472536596323195,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.4, 'e': 0.11000000000001031}",25,17,8.030774965946064,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.4, 'e': 0.10750000000001031}",30,12,35.818489553497834,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.4, 'e': 0.10500000000001031}",30,18,16.857624673034486,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.4, 'e': 0.1025000000000103}",25,9,28.731822803542368,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.4, 'e': 0.1000000000000103}",20,10,17.763320658697364,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.4, 'e': 0.0975000000000103}",20,14,9.50801502741135,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.4, 'e': 0.0950000000000103}",25,11,15.645008179078848,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
363,False,"{'a': 0.4, 'e': 0.0925000000000103}",30,24,9.340678584526495,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.4, 'e': 0.0900000000000103}",20,12,1.1205089710410898,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
365,False,"{'a': 0.4, 'e': 0.08750000000001029}",20,16,7.676292494779682,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.4, 'e': 0.08500000000001029}",20,3,25.467319188375633,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
